,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,tags,replies,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,gif_url,gif_thumb,video_url,video_thumb,is_quote_status,quote_id,quote_url,is_reply_to,has_parent_tweet
1166,1075634904824573952,1075634904824573952,1545286320000,2018-12-20,13:12:00,WIB,1046726246640435200,sekaray24607446,Sekarayu,,"Assalamualaikum bpk/ibu @BPJSKesehatanRI .. Mau tanya BPJS saya skrg status nya nonaktif karena sudah resign dari perusahaan, bagaimana prosedur dan syarat untuk mengaktifkan kembali BPJS saya ya pak?? Mohon informasinya pak, Terima kasih 🙏🙏",[],"[{'id': 1046726246640435200, 'id_str': '1046726246640435200', 'screen_name': 'Sekaray24607446'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/Sekaray24607446/status/1075634904824573952,,,,,,0,0,,0,0
1167,1075634748326785027,1075302091034247168,1545286282000,2018-12-20,13:11:22,WIB,1071636051016347648,natalia01785119,Natalia,,"Min, sudah saya DM yaa",[],"[{'id': 1071636051016347648, 'id_str': '1071636051016347648', 'screen_name': 'Natalia01785119'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/Natalia01785119/status/1075634748326785027,,,,,,0,0,,1,1
1169,1075634207215431680,1075634207215431680,1545286153000,2018-12-20,13:09:13,WIB,514010349,rizzabrayen,Muhammad Riza Brayen,,@BPJSKesehatanRI min apakah benar BPJS sedang melakukan perekrutan pegawai ?,[],"[{'id': 514010349, 'id_str': '514010349', 'screen_name': 'RizzaBrayen'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/RizzaBrayen/status/1075634207215431680,,,,,,0,0,,0,0
1170,1075634187309203456,1075579699735097344,1545286149000,2018-12-20,13:09:09,WIB,818785238318886913,rininizar72,🇮🇩 ®¡n 🇵🇸 👉 Pilih 0⃣2⃣,,Dijamin da.  _Bolak balik dan lamaa.🙄,[],"[{'id': 818785238318886913, 'id_str': '818785238318886913', 'screen_name': 'RiniNizar72'}, {'id': 908961707283816448, 'id_str': '908961707283816448', 'screen_name': 'izzulislam77'}, {'id': 899319611354632192, 'id_str': '899319611354632192', 'screen_name': 'CakKhum'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],0,0,1,,[],https://twitter.com/RiniNizar72/status/1075634187309203456,,,,,,0,0,,1,1
1184,1075628110492577793,1075628110492577793,1545284700000,2018-12-20,12:45:00,WIB,1669776199,petualangblog,petualangblog,,"@BPJSKesehatanRI Daftar BPJS apa bisa online? Gimana syaratnya buat pekerja lepas mandiri seperti blogger, freelance dll.",[],"[{'id': 1669776199, 'id_str': '1669776199', 'screen_name': 'petualangblog'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/petualangblog/status/1075628110492577793,,,,,,0,0,,0,0
1187,1075626783708405760,1075626783708405760,1545284384000,2018-12-20,12:39:44,WIB,460979998,sofyancobain,sofyan cobain,,@BPJSKesehatanRI maaf min ... Mau bertanya ... Apakah bisa peserta KIS  pindah kelas saat dirawat dari kelas 3 ke kelas 2 ...,[],"[{'id': 460979998, 'id_str': '460979998', 'screen_name': 'SofyanCobain'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/SofyanCobain/status/1075626783708405760,,,,,,0,0,,0,0
1189,1075626195578802176,1075579699735097344,1545284243000,2018-12-20,12:37:23,WIB,1024528505952858112,selo_n_yoga,Selo,,"Bikin BPJS wajib sekeluarga (maksa), mobil bagus harus bbm nonsubsidi (maksa), barang mewah kena pajak tambahan (maksa). konsep BPJS itu gotong royong. klo biaya kesehatan mesti gotong royong namanya sejahtera? Dan @BPJSKesehatanRI nunggak. Jaenudin sejahtera kali ah...",[],"[{'id': 1024528505952858112, 'id_str': '1024528505952858112', 'screen_name': 'Selo_N_Yoga'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],0,0,0,,[],https://twitter.com/Selo_N_Yoga/status/1075626195578802176,,,,,,0,0,,1,1
1192,1075624974541500416,1075624974541500416,1545283952000,2018-12-20,12:32:32,WIB,826293356238024704,rhyea_16,Ria Purnamasari,,"@BPJSKesehatanRI siang min,  mau tanya kami berencana untuk mendaftar BPJS Kesehatan bulan Januari 2019 nanti ,  untuk persyaratannya apa msh sama seperti thn 2018 atau akan ada persyaratan baru min?",[],"[{'id': 826293356238024704, 'id_str': '826293356238024704', 'screen_name': 'rhyea_16'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/rhyea_16/status/1075624974541500416,,,,,,0,0,,0,0
1194,1075624571993088000,1075579699735097344,1545283856000,2018-12-20,12:30:56,WIB,908961707283816448,izzulislam77,Izzul Islam Wal Muslimin,,"Nah itu dia yang bikin kacau. Selain itu juga, apakah hak2 pasien peserta @BPJSKesehatanRI dijamin...? Seperti dalam hal pelayanan, di RS.",[],"[{'id': 908961707283816448, 'id_str': '908961707283816448', 'screen_name': 'izzulislam77'}, {'id': 818785238318886913, 'id_str': '818785238318886913', 'screen_name': 'RiniNizar72'}, {'id': 899319611354632192, 'id_str': '899319611354632192', 'screen_name': 'CakKhum'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,3,,[],https://twitter.com/izzulislam77/status/1075624571993088000,,,,,,0,0,,1,1
1195,1075623580652658688,1075577960185262080,1545283620000,2018-12-20,12:27:00,WIB,973472808696135681,budi_antoba14,Budi Mulyanto,,Langsung ke kantor cabang yg ada di boyolali.,[],"[{'id': 973472808696135681, 'id_str': '973472808696135681', 'screen_name': 'Budi_antoba14'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/Budi_antoba14/status/1075623580652658688,,,,,,0,0,,1,1
1196,1075623367426764800,1075623367426764800,1545283569000,2018-12-20,12:26:09,WIB,72188673,bapaezzah,ginanjar rahayu,,@BPJSKesehatanRI saya Slasa (18/12) akan mencetak kartu bpjs anak saya (2 bulan) dgn nmr 0002484609041 di Bpjs kesehatan Cimahi. Namun katanya karena perubahan sistem tidak bisa dicetak hari itu & akan ditelpon bila sudah jadi. Namun saat ditelpon besoknya petugas bpjs bilang b,[],"[{'id': 72188673, 'id_str': '72188673', 'screen_name': 'bapaezzah'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],2,0,0,,[],https://twitter.com/bapaezzah/status/1075623367426764800,,,,,,0,0,,0,0
1198,1075621265468092416,1075621265468092416,1545283068000,2018-12-20,12:17:48,WIB,1442996864,ftrnvshfzh,navis,,"@BPJSKesehatanRI ijin bertanya perihal Untuk PP 86 tahun 2013, pada section sanksi  administratif, apakah ada batas jangka waktu tertentu untuk mendaftar?  karena menimbang sanksi yang diberlakukan sangatlah cukup merugikan.  mohon arahannya pada kesempatan pertama, terima kasih",[],"[{'id': 1442996864, 'id_str': '1442996864', 'screen_name': 'ftrnvshfzh'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/ftrnvshfzh/status/1075621265468092416,,,,,,0,0,,0,0
1200,1075620296491642881,1075590536428285954,1545282837000,2018-12-20,12:13:57,WIB,994534491203891201,fathul_qoriib,fathuL_Qoriib✌,,Oh jd benar ya ancaman yg di Lingkari merah itu ya min ? @BPJSKesehatanRI,[],"[{'id': 994534491203891201, 'id_str': '994534491203891201', 'screen_name': 'fathuL_Qoriib'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 908961707283816448, 'id_str': '908961707283816448', 'screen_name': 'izzulislam77'}]",['bpjskesehatanri'],[],[],0,1,2,,[],https://twitter.com/fathuL_Qoriib/status/1075620296491642881,,,,,,0,0,,1,1
1202,1075619466887684097,1075619466887684097,1545282639000,2018-12-20,12:10:39,WIB,1379283523,mohhilma,moh.hilma,,@BPJSKesehatanRI pengumuman penerimaan PTT terakhir tgl 19 kemarin y min?,[],"[{'id': 1379283523, 'id_str': '1379283523', 'screen_name': 'mohhilma'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/mohhilma/status/1075619466887684097,,,,,,0,0,,0,0
1203,1075618108532940800,1075567625004933122,1545282315000,2018-12-20,12:05:15,WIB,108561082,yusuke_kurihara,Yusuke Kurihara,,Kenapa gak diupload juga di twitter?,[],"[{'id': 108561082, 'id_str': '108561082', 'screen_name': 'yusuke_kurihara'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 170355042, 'id_str': '170355042', 'screen_name': 'ichsan1486'}]",[],[],[],0,0,0,,[],https://twitter.com/yusuke_kurihara/status/1075618108532940800,,,,,,0,0,,1,1
1204,1075618020297367552,1075618020297367552,1545282294000,2018-12-20,12:04:54,WIB,79499032,aqdians,Dian,,"@BPJSKesehatanRI mau tanya min, untuk pembayaran BPJS pertama kali pakai VA itu cuma bisa di BRI, BNI dan Mandiri saja ? terimakasih sebelumnya",[],"[{'id': 79499032, 'id_str': '79499032', 'screen_name': 'aqdians'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],2,0,0,,[],https://twitter.com/aqdians/status/1075618020297367552,,,,,,0,0,,0,0
1206,1075617086116745217,1075579699735097344,1545282071000,2018-12-20,12:01:11,WIB,300835877,riboetkenarok,Riboet KenArok,,@BPJSKesehatanRI  ???,[],"[{'id': 300835877, 'id_str': '300835877', 'screen_name': 'RiboetKenArok'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],0,0,0,,[],https://twitter.com/RiboetKenArok/status/1075617086116745217,,,,,,0,0,,1,1
1208,1075616958005927937,1075616958005927937,1545282041000,2018-12-20,12:00:41,WIB,159041699,reinrahmady,Rein Rahmady,,Mendftrkan mnjadi peserta @BPJSKesehatanRI dari klmpok PBI Karna tdk mampu mengiur lagi. Iuran tertunggaknya itu tetap hrs dibayr ?,[],"[{'id': 159041699, 'id_str': '159041699', 'screen_name': 'Reinrahmady'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,1,,[],https://twitter.com/Reinrahmady/status/1075616958005927937,,,,,,0,0,,0,0
1210,1075616423572004864,1075551011559731200,1545281914000,2018-12-20,11:58:34,WIB,224462326,agungsdr,emonisme💭,,Tgl 27 desember bisa min?,[],"[{'id': 224462326, 'id_str': '224462326', 'screen_name': 'agungsdr'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],0,0,0,,[],https://twitter.com/agungsdr/status/1075616423572004864,,,,,,0,0,,1,1
1212,1075614464865558528,1075579699735097344,1545281447000,2018-12-20,11:50:47,WIB,2159961170,cah_ngarengan,Moh Siji,,Dibubarkan,[],"[{'id': 2159961170, 'id_str': '2159961170', 'screen_name': 'Cah_Ngarengan'}, {'id': 1047429182119002112, 'id_str': '1047429182119002112', 'screen_name': 'animotrusties'}, {'id': 3186083238, 'id_str': '3186083238', 'screen_name': 'panggilsajaBOS'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],0,0,2,,[],https://twitter.com/Cah_Ngarengan/status/1075614464865558528,,,,,,0,0,,1,1
1216,1075613523349102592,1075571480832819200,1545281222000,2018-12-20,11:47:02,WIB,40023580,sabrinaeffendy,Sabrina Effendy,,"Min..tapi kalau saya bekerja di luar negeri dan tinggal di luar negeri, apakah saya juga harus daftar BPJS kesehatan?",[],"[{'id': 40023580, 'id_str': '40023580', 'screen_name': 'SabrinaEffendy'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/SabrinaEffendy/status/1075613523349102592,,,,,,0,0,,1,1
1217,1075613427018608642,1075377183500058624,1545281199000,2018-12-20,11:46:39,WIB,514927695,mungatipawitane,Presiden Kuli,,"Bohong banget, memang ga pakai uang buat naik kendaraan ke rumah sakit",[],"[{'id': 514927695, 'id_str': '514927695', 'screen_name': 'mungatipawitane'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],0,0,0,,[],https://twitter.com/mungatipawitane/status/1075613427018608642,,,,,,0,0,,1,1
1218,1075613260362051584,1075580349600587776,1545281159000,2018-12-20,11:45:59,WIB,1576886978,dankersplur23,BernadusDaniel PLUR,, pic.twitter.com/rjXkNUj5Hy,[],"[{'id': 1576886978, 'id_str': '1576886978', 'screen_name': 'dankersplur23'}, {'id': 284775472, 'id_str': '284775472', 'screen_name': 'muzkhaf'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],['https://pbs.twimg.com/media/Du1YjeVVYAAAtSm.jpg'],0,2,1,,[],https://twitter.com/dankersplur23/status/1075613260362051584,,,,,,0,0,,1,1
1221,1075612049047080961,1075579699735097344,1545280871000,2018-12-20,11:41:11,WIB,905383788049424384,raditiya_dwi,Radit14​_ 🇵​🇩​1️⃣​4️⃣​,,Cc @BPJSKesehatanRI,[],"[{'id': 905383788049424384, 'id_str': '905383788049424384', 'screen_name': 'raditiya_dwi'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1049476476293140481, 'id_str': '1049476476293140481', 'screen_name': 'Zamanimarwan1'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],0,0,0,,[],https://twitter.com/raditiya_dwi/status/1075612049047080961,,,,,,0,0,,1,1
1222,1075611866695589889,1075590536428285954,1545280827000,2018-12-20,11:40:27,WIB,903588588947771392,abdul_somad_fq,arianto hakim,,Bpjs aja blum jelas ke halalan nya kok main paksa #gantipresiden2019,[],"[{'id': 903588588947771392, 'id_str': '903588588947771392', 'screen_name': 'abdul_somad_fq'}, {'id': 908961707283816448, 'id_str': '908961707283816448', 'screen_name': 'izzulislam77'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],0,0,2,,['#gantipresiden2019'],https://twitter.com/abdul_somad_fq/status/1075611866695589889,,,,,,0,0,,1,1
1225,1075610821294678016,1075559492115288064,1545280578000,2018-12-20,11:36:18,WIB,3140032747,vinuezza,vinu,,Kantor bpjs libur dari kapan sampai kapan min?,[],"[{'id': 3140032747, 'id_str': '3140032747', 'screen_name': 'vinuezza'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/vinuezza/status/1075610821294678016,,,,,,0,0,,1,1
1226,1075609714564591616,1075609309172490242,1545280314000,2018-12-20,11:31:54,WIB,2950627890,greenziezs,@greenziezt,,"di bpjs, ketika mau daftar online ada pemberitahuan tersebut.Bagaimanakah cara untuk mendaftar bpjs dengan KK kami sendiri?",[],"[{'id': 2950627890, 'id_str': '2950627890', 'screen_name': 'greenziezs'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/greenziezs/status/1075609714564591616,,,,,,0,0,,1,1
1227,1075609518849945600,1075609518849945600,1545280267000,2018-12-20,11:31:07,WIB,48688987,udiet26,Achmad R. Imaduddin,,Siang admin @BPJSKesehatanRI  Mohon info syarat untuk peralihan BPJS Kesehatan yg sebelumnya ditanggung perusahaan dan ingin dialihkan ke pribadi seperti apa ya?,[],"[{'id': 48688987, 'id_str': '48688987', 'screen_name': 'udiet26'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,1,0,,[],https://twitter.com/udiet26/status/1075609518849945600,,,,,,0,0,,0,0
1228,1075609309172490242,1075609309172490242,1545280217000,2018-12-20,11:30:17,WIB,2950627890,greenziezs,@greenziezt,,@BPJSKesehatanRI assalamualaikum admin. Saya ma menanyakan apabila saya dan istri pecah KK dari orang tua tapi kk orang tua sudah terdaftar,[],"[{'id': 2950627890, 'id_str': '2950627890', 'screen_name': 'greenziezs'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],2,0,0,,[],https://twitter.com/greenziezs/status/1075609309172490242,,,,,,0,0,,0,0
1231,1075608045718188032,1075561021459185664,1545279916000,2018-12-20,11:25:16,WIB,1054666287069061121,herry89021378,Pengelana,,min apa ini benar... pic.twitter.com/UIIPaO3o90,[],"[{'id': 1054666287069061121, 'id_str': '1054666287069061121', 'screen_name': 'Herry89021378'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],['https://pbs.twimg.com/media/Du1TzmBVYAEPm1U.jpg'],2,0,1,,[],https://twitter.com/Herry89021378/status/1075608045718188032,,,,,,0,0,,1,1
1232,1075608018882973696,1075579699735097344,1545279910000,2018-12-20,11:25:10,WIB,946673062732292096,perisai_nalar,penampar_cebong,,HEI BENERAN INI @BPJSKesehatanRI ? CUMA NANYA KOK,[],"[{'id': 946673062732292096, 'id_str': '946673062732292096', 'screen_name': 'perisai_nalar'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],0,0,0,,[],https://twitter.com/perisai_nalar/status/1075608018882973696,,,,,,0,0,,1,1
1235,1075607306702807040,1075607306702807040,1545279740000,2018-12-20,11:22:20,WIB,752357809660923904,ferrynurrahma,Ferry ahmad N,,@BPJSKesehatanRI mau konfirmasi yg di kotak merah itu .? Bener seperti itu .?  pic.twitter.com/NCq8CMIYNV,[],"[{'id': 752357809660923904, 'id_str': '752357809660923904', 'screen_name': 'FerryNurrahma'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],['https://pbs.twimg.com/media/Du1TGpDUUAAIrHJ.jpg'],1,0,1,,[],https://twitter.com/FerryNurrahma/status/1075607306702807040,,,,,,0,0,,0,0
1236,1075605783411253248,1075579699735097344,1545279377000,2018-12-20,11:16:17,WIB,1047429182119002112,animotrusties,animotrusties_,,Kl sdh ngancam ngancam begini enaknya diapain nih.....??,[],"[{'id': 1047429182119002112, 'id_str': '1047429182119002112', 'screen_name': 'animotrusties'}, {'id': 3186083238, 'id_str': '3186083238', 'screen_name': 'panggilsajaBOS'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,5,,[],https://twitter.com/animotrusties/status/1075605783411253248,,,,,,0,0,,1,1
1237,1075605615144095745,1075605615144095745,1545279337000,2018-12-20,11:15:37,WIB,1442996864,ftrnvshfzh,navis,,"Selamat Pagi @BPJSKesehatanRI ijin bertanya mengenai berita ini, apakah sanksi nya betul? Ditakutkan hanya berita hoax saja, mohon arahannya pada kesempatan pertama. Terima kasih  pic.twitter.com/3ulNee43Xi",[],"[{'id': 1442996864, 'id_str': '1442996864', 'screen_name': 'ftrnvshfzh'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],['https://pbs.twimg.com/media/Du1RmXYVsAE-iT8.jpg'],3,2,1,,[],https://twitter.com/ftrnvshfzh/status/1075605615144095745,,,,,,0,0,,0,0
1238,1075605372520419330,1075585576374394880,1545279279000,2018-12-20,11:14:39,WIB,621970287,queen_ayie,sabrina_rc,,"Kalo saya sudah terdaftar, kalo info yg beredar via WA broadcast itu berarti benar?",[],"[{'id': 621970287, 'id_str': '621970287', 'screen_name': 'queen_ayie'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/queen_ayie/status/1075605372520419330,,,,,,0,0,,1,1
1241,1075603054865506305,1075603054865506305,1545278726000,2018-12-20,11:05:26,WIB,2946538256,okawjy,OkaWijaya,,"@BPJSKesehatanRI hallo admin, sy beberapa kali mengajukan pindah layanan kesehatan, tapi kode verifikasi tidak pernah muncul di email saya, bisa dibantu?  pic.twitter.com/sNmaf7EQfW",[],"[{'id': 2946538256, 'id_str': '2946538256', 'screen_name': 'OkaWjy'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],['https://pbs.twimg.com/media/Du1PQcIVAAAZV_4.jpg'],1,0,0,,[],https://twitter.com/OkaWjy/status/1075603054865506305,,,,,,0,0,,0,0
1242,1075602937894731776,1075602937894731776,1545278698000,2018-12-20,11:04:58,WIB,551802343,alpenmori,머리,,@BPJSKesehatanRI jika di tagihan bpjs kesehatan tercetak jatuh tempo 10 desember itu berarti tagihan november apa desember? Terima kasih,[],"[{'id': 551802343, 'id_str': '551802343', 'screen_name': 'alpenmori'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/alpenmori/status/1075602937894731776,,,,,,0,0,,0,0
1243,1075602686878322689,1075580349600587776,1545278638000,2018-12-20,11:03:58,WIB,75482161,ariyandiyuda,Ariyandi Yuda,,pencabutan layanan publik tertentu jika belum mendaftarkan per januari 2019,[],"[{'id': 75482161, 'id_str': '75482161', 'screen_name': 'ariyandiyuda'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 284775472, 'id_str': '284775472', 'screen_name': 'muzkhaf'}]",[],[],[],0,0,0,,[],https://twitter.com/ariyandiyuda/status/1075602686878322689,,,,,,0,0,,1,1
1244,1075602551733739520,1075579699735097344,1545278606000,2018-12-20,11:03:26,WIB,561169070,dardirimohd,Mochammad Dardiri,,Rujukan @BPJSKesehatanRI mengeluarkan edaran itu adalah perpres no 82 thn 2018. Berarti presiden yg nyuruh! Buat nyicil utang ke china ya bong....,[],"[{'id': 561169070, 'id_str': '561169070', 'screen_name': 'DardiriMohd'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,4,22,,[],https://twitter.com/DardiriMohd/status/1075602551733739520,,,,,,0,0,,1,1
1246,1075601033777172482,1075579699735097344,1545278244000,2018-12-20,10:57:24,WIB,1391090870,tatagwibowo1,J_kw7,,Benar cc @BPJSKesehatanRI,[],"[{'id': 1391090870, 'id_str': '1391090870', 'screen_name': 'tatagwibowo1'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],0,0,0,,[],https://twitter.com/tatagwibowo1/status/1075601033777172482,,,,,,0,0,,1,1
1248,1075600384800915456,1075600384800915456,1545278090000,2018-12-20,10:54:50,WIB,972721171656396800,mdzul19,Muhammad Dzulkarnaen,,"@BPJSKesehatanRI  selamat pagi. Saya punya 2 pertanyaan mengenai bpjs kesehatan milik saya.  1. Gimana cara cek kartu bpjs kesehatan yg saya miliki masih aktif?  2. Jika terdapat kesalahan nama pada kartu bpjs kesehatan saya, bagaimana cara merubah nama yang salah tersebut?",[],"[{'id': 972721171656396800, 'id_str': '972721171656396800', 'screen_name': 'MDzul19'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/MDzul19/status/1075600384800915456,,,,,,0,0,,0,0
1249,1075599988992794624,1075599988992794624,1545277995000,2018-12-20,10:53:15,WIB,40176521,lukecha,Netizen Almighty #TT ⚛ Robusta van espresso ☣,,@BPJSKesehatanRI ini beneran apa hoax.?  pic.twitter.com/jqnHRNuPq5,[],"[{'id': 40176521, 'id_str': '40176521', 'screen_name': 'Lukecha'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],['https://pbs.twimg.com/media/Du1MfECU8AAsF4P.jpg'],1,0,0,,[],https://twitter.com/Lukecha/status/1075599988992794624,,,,,,0,0,,0,0
1250,1075599622666481664,1075579699735097344,1545277908000,2018-12-20,10:51:48,WIB,3186083238,panggilsajabos,Gradski 77,,apa hak BPJS seperti ini..? jika ada keluarga yg memilih asuransi kesehatan selain BPJS koq BPJS SEWOT..?? introspeksi dirilah klo pelayanan yg d berikan GK BAGUS ya org pindah cari asuransi yg lain. @BPJSKesehatanRI BUBARIN AJA INI,[],"[{'id': 3186083238, 'id_str': '3186083238', 'screen_name': 'panggilsajaBOS'}, {'id': 965885713223892993, 'id_str': '965885713223892993', 'screen_name': 'AkunTofa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],2,2,7,,[],https://twitter.com/panggilsajaBOS/status/1075599622666481664,,,,,,0,0,,1,1
